Entity,Superclass(es),http://purl.org/ozo/onz-g#definitionSource,http://purl.org/ozo/onz-g#editorNote,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2004/02/skos/core#closeMatch,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#exactMatch,
http://purl.org/ozo/onz-g#Address,http://purl.org/ozo/onz-g#LocalizablePlaceInformationObject,,,"'Note that the parts of some Address such as 'postcode' or 'domicile' are InformationObjects as well.'","'Adres'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#PostalAddressText'","'Address is a LocalizablePlaceInformationObjects that represents a set of standardized information to identify some LocalizablePlace.'",,
http://purl.org/ozo/onz-g#AdministrativeInformationObject,http://purl.org/ozo/onz-g#SocialInformationObject,,,,,,"'AdministrativeInformationObject is a SocialInformationObject  that expresses (uniformized) conceptions as they function specifically and exclusively in the administrative realm.'",,
http://purl.org/ozo/onz-g#AdministrativeRegion,http://purl.org/ozo/onz-g#GeographicArea,,,,"'AdministratiefGebied'",,"'Editorial: AdministrativeRegion is a GeographicArea that has been allocated for administrative and collaborative purposes by some GovernmentOrganization and/or ServiceOrganization.'",,
http://purl.org/ozo/onz-g#AdvanceHealthcareDirective,http://purl.org/ozo/onz-g#Certificate,,,,"'Wilsverklaring'",,"'Editorial: Een Wilsverklaring is een beschrijving van de wensen van een Persoon omtrent hoe er medisch gehandeld moet worden wanneer deze Persoon niet langer zelfstandig beslissingen kan nemen vanwege wilsonbekwaamheid veroorzaakt door een ziekte of een aandoening.'	'Wikipedia: AdvanceHealthcareDirective is an Agreement in which a Person specifies what actions should be taken for their health if they are no longer able to make decisions for themselves because of illness or incapacity.'",,
http://purl.org/ozo/onz-g#Age,http://purl.org/ozo/onz-g#BiologicalQuality,,,,"'Leeftijd'","'http://purl.bioontology.org/ontology/SNOMEDCT/397669002'	'http://www.ontologyportal.org/translations/SUMO.owl.txt#age'","'Editorial: Age is a Quality that inheres in Organisms and indicates the amount of time that has passed since the Organism came into existence in relation to some other point in time.'",,
http://purl.org/ozo/onz-g#AgeValue,http://purl.org/ozo/onz-g#BiologicalValue,,,"'Note that the unit of measurement such as 'years' and 'days' can be specified with a UnitOfDuration.'","'LeeftijdsWaarde'",,"'Editorial: Instances of AgeValue indicate the values for the Quality Age of some Organism.'",,
http://purl.org/ozo/onz-g#Agent,http://purl.org/ozo/onz-g#Role,,,,"'Agens'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Agent'	'http://www.loa-cnr.it/ontologies/ExtendedDnS.owl#agent'","'sumo:'Something or someone that can act on its own and produce changes in the world.''",,
http://purl.org/ozo/onz-g#AgentCaseRole,http://purl.org/ozo/onz-g#CaseRole,,,"'Examples:

'MARY hit John.'
'A FALLING ROCK broke my left arm.''","'AgensCaseRole'",,"'Editorial: An AgentCaseRole is played by an active participant, either animate or inanimate, of some Perdurant, with or without intention.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#agent'",
http://purl.org/ozo/onz-g#Agreement,http://purl.org/ozo/onz-g#SocialInformationObject,,,,"'Overeenkomst'",,"'Editorial: Agreement is a SocialInformationObject that expresses some negotiated and possibly legally binding arrangement between parties as to some situation or action.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Agreement'",
http://purl.org/ozo/onz-g#Alive,http://purl.org/ozo/onz-g#AnimacyQuality,,,,"'LevendEigenschap'",,"'Editorial: Alive is the AnimacyQuality that characterizes that some Organism is alive.'","'http://purl.bioontology.org/ontology/SNOMEDCT/438949009'	'http://www.ontologyportal.org/translations/SUMO.owl.txt#Living'",
http://purl.org/ozo/onz-g#AnatomicalCluster,http://purl.org/ozo/onz-g#HumanAnatomicalEntity,"'http://purl.org/sig/ont/fma/fma49443'",,,"'AnatomischCluster'",,"'FMA: 'anatomical structure, each instance of which has as it direct parts a heterogeneous collection of some instances of two or more subclasses of anatomcial structure, which are spatially related to one another; the collections as a whole does not satisfy the definition of any other subclass of anatomical structure. Examples: root of lung, back, anatomical snuffbox, motor unit, juxtaglomerular complex.''","'http://purl.org/sig/ont/fma/fma49443'",
http://purl.org/ozo/onz-g#AnatomicalEntity,http://purl.org/ozo/onz-g#OrganicObject,,,,"'AnatomischeEntiteit'",,"'AnatomicalEntity is an OrganicObject 'which is generated by coordinated expression of the organisms own genes that guide its morphogenesis; has inherent 3D shape; its parts are connected and spatially related to one another in patterns determined by coordinated gene expression.'

Definition derived from: The Foundational Model of Anatomy Ontology (FMA).
(http://purl.org/sig/ont/fma.owl)'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#AnatomicalStructure'",
http://purl.org/ozo/onz-g#AnimacyQuality,http://purl.org/ozo/onz-g#BiologicalQuality,,,,"'LevendOfDoodEigenschap'",,"'Editorial: AnimacyQuality is an BiologicalQuality that inheres in Organisms and characterizes the animate state of this Organism, more precisely if it is Dead or Alive.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#AnimacyAttribute'",
http://purl.org/ozo/onz-g#Animal,http://purl.org/ozo/onz-g#Organism,,,,"'Dier'","'http://purl.bioontology.org/ontology/SNOMEDCT/387961004'","'sumo: Animal is an Organism 'with eukaryotic Cells, and lacking stiff cell walls, plastids, and photosynthetic pigments.''","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Animal'",
http://purl.org/ozo/onz-g#AnimalAnatomicalEntity,http://purl.org/ozo/onz-g#AnatomicalEntity,,,,"'DierAnatomischeEntiteit'",,"'AnatomicalEntity is an OrganicObject 'which is generated by coordinated expression of the Animals own genes that guide its morphogenesis; has inherent 3D shape; its parts are connected and spatially related to one another in patterns determined by coordinated gene expression.'

Definition derived from: The Foundational Model of Anatomy Ontology (FMA).
(http://purl.org/sig/ont/fma.owl)'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#AnimalAnatomicalStructure'",
http://purl.org/ozo/onz-g#AnnualReport,http://purl.org/ozo/onz-g#Report,,,"'Voor de Nederlandse situatie: Bestuursrapport is de officiele benaming volgens Wetboek en maakt deel uit van wat in de praktijk 'jaarrapport' wordt genoemd, samen met de Jaarrekening.

Zie:  Boek 2 van het Nederlandse Burgerlijk Wetboek, Titel 9, De jaarrekening en het bestuursverslag (artikelen 360-455).'","'Bestuursrapport'",,"'Editorial: AnnualReport is a Report that describes the activities of some Organization throughout the preceding year and is intended to provide comprehensive information for interested Persons or Organizations.'	'Editorial: Bestuursrapport is een Rapport waarin de activiteiten van een Organisatie worden beschreven over het afgelopen jaar en is bedoeld beknopte informatie te geven over de stand van zaken voor andere belanghebbende Personen en Organisaties.'",,
http://purl.org/ozo/onz-g#Apprentice,http://purl.org/ozo/onz-g#Employee,,,,"'LeerlingWerknemer'",,"'Editorial: Apprentice is the Role of a Human who works as an Employee for some Employer and receives on-the-job training and supervision while following an accompanying educational program to obtain a professional qualification.'	'Editorial: Leerling-Werknemer is de Rol van een Persoon die in het kader van de Wet Educatie- en Beroepsonderwijs een Beroepsbegeleidende opleiding of een HBO-duale opleiding volgt en een Arbeidsovereenkomst heeft met een Werkgever.'",,
http://purl.org/ozo/onz-g#Area,http://purl.org/ozo/onz-g#PhysicalObject,,,,"'GebiedOfOppervlak'",,"'Area is a PhysicalObject that is equal to some two dimensional surface.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Region'",
http://purl.org/ozo/onz-g#Artifact,http://purl.org/ozo/onz-g#CorpuscularObject,,,"'In general, we consider all human-made PhysicalObjects to be an Artifact, where 'making' has some intentional aspect. The result of the making may be an unwanted or unsuccesful product. As such, 'intentional' does only imply that some decision preceded the making process.

Note that other Artefacts such as machines can be involved in the making of another Artefact. 

In the definition, we deliberately stated that CognitiveAgents and not only Humans need to be involved in the making of some Artefact. This allows to include other Organisms that may or may not be considered an CognitiveAgent and capable of producing Artifacts.

Also note that Objects that are the result of some autonomous biological process such as 'tears' and 'feces' are NOT considered to be Artifacts.'","'Artefact'",,"'Editorial: Artifact is an Object that is the result of some CreationOfArtifact and carried out by some CognitiveAgent.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Artifact'	'http://purl.bioontology.org/ontology/SNOMEDCT/260787004'",
http://purl.org/ozo/onz-g#AssessingEvent,http://purl.org/ozo/onz-g#InvestigationEvent,,,,"'MeetOfBepaalGebeurtenis'","'http://purl.bioontology.org/ontology/SNOMEDCT/386053000'","'Editorial: AssessingEvent is the subclass of InvestigationEvent where some Human evaluates, calculates or measures some Quality of an Entity.'",,
http://purl.org/ozo/onz-g#AssistWithDailyLivingActivity,http://purl.org/ozo/onz-g#AssistingProcess,,,"'For a specific set of AssistingWithDailyLivingActivities, we refer to SnoMed 'Assisting with activity of daily living' (http://purl.bioontology.org/ontology/SNOMEDCT/304560004).'","'AssitentieBijADLProces'",,"'Editorial: AssistWithDailyLivingActivity is the subclass of AssistingProcess where some Human gives assistence to another Human in performing some activity associated with daily living such as 'going to the toilet', 'getting dressed'.'","'http://purl.bioontology.org/ontology/SNOMEDCT/304560004'",
http://purl.org/ozo/onz-g#AssistentNurseApprentice,http://purl.org/ozo/onz-g#Apprentice,,,,"'BBLVerzorgendeIGniveau 3'",,"'Editorial: AssitentNurseApprentice is the Role of a Human who works as an Employee for some CareOrganization and receives on-the-job training and supervision while following an accompanying educational program to obtain a professional qualification as AssistentNurse.'	'Editorial: BBL Verzorgende IG niveau 3 is de Rol van een Persoon die in het kader van de Wet Educatie- en Beroepsonderwijs een Beroepsbegeleidende opleiding Verzorgende IG volgt en een Arbeidsovereenkomst heeft met een Zorgorganisatie.'",,
http://purl.org/ozo/onz-g#AssistingProcess,http://purl.org/ozo/onz-g#SocialInteractionProcess,,,"'We refer to SnoMed  http://purl.bioontology.org/ontology/SNOMEDCT/119265000 ('Assisting') for a set of potential domain specific concepts for Helping. For onz-g, we included only the subclass AssistWithDailyLivingActivity.'","'AssisteerProces'",,"'Editorial: AssistingProcess is an IntentionalProcess where some Person gives assistence to another Person in performing some task or activity.'","'http://purl.bioontology.org/ontology/SNOMEDCT/119265000'	'http://www.ontologyportal.org/translations/SUMO.owl.txt#Helping'",
http://purl.org/ozo/onz-g#AuditEvent,http://purl.org/ozo/onz-g#AssessingEvent,,,,"'AuditGebeurtenis'","'http://purl.bioontology.org/ontology/SNOMEDCT/129278001'","'Editorial: AuditEvent is an InvestigationEvent where some Human or GroupOfHumans carries out a methodical examination or review of some condition or situation.'",,
http://purl.org/ozo/onz-g#AuditReport,http://purl.org/ozo/onz-g#Report,,,,"'Auditrapport'",,"'Editorial: Auditrapport is een Rapport waarin verslag wordt gedaan van de observaties, bevindingen en conclusies van een controle van een Organisatie op een specifiek aspect zoals bijvoorbeeld financieel beheer of naleving van bepaalde kwaliteits- of veiligheidsnormen.'	'Editorial: AuditReport is a Report that describes findings, observations and conclusions after the investigation of some aspects of an Organization such as financial management or the application of quality and safety standards.'",,
http://purl.org/ozo/onz-g#BRPCivilStatusValue,http://purl.org/ozo/onz-g#CivilStatusValue,,,"'Gemeentelijke Basisadministratie (GBA) is in 2015 veranderd in Basis Registratie Personen (BRP).'","'BRPBurgerlijkeStaatWaarde'",,"'BRPBurgerlijkeStaatWaarde representeert een waarde voor de burgerlijke staat van een Persoon zoals gedefinieerd en gebruikt in de Basis Registratie Personen (BRP) en het Centraal Bureau voor de Statistiek.'",,
http://purl.org/ozo/onz-g#Bacterium,http://purl.org/ozo/onz-g#Organism,,,,"'Bacterie'","'http://purl.bioontology.org/ontology/SNOMEDCT/409822003'","'Editorial: Bacterium is a single celled organism that has no chlorophyll and reproduces asexually.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Bacterium'",
http://purl.org/ozo/onz-g#BedRail,http://purl.org/ozo/onz-g#EngineeringComponent,,,"'De primaire functie van een Bedhek is gericht op het voorkomen van vallen; binnen de Verpleeghuiszorg kan een Bedhek overigens ook worden toegepast als een zogenoemde 'vrijheidsbeperkende maatregel'. 

Anders gezegd: een Stoel en een Tafel zijn beide Artefacten met een primaire functie; daarnaast kan een Tafel voor allerlei niet-primaire functies worden gebruikt zoals 'een doorgang blokkeren' en 'zitten'. In onz-g zijn Artefacten gemodelleerd volgens hun primaire functie. Aangezien 'vrijheidsbeperking' een belangrijke secundaire functie is van sommige Artefacten  binnen het domein, is deze secundaire functie gemodelleerd als een Rol, meer specifiek de onz-g:FreedomRestrictionRole die als extra label kan worden meegegeven.

Dus als twee patienten een bed hebben met een bedhek, dan kun je instantieren dat bij patient 1 het bedhek is geplaatst als vrijheidsbeperkende maatregel en bij patient 2 niet:

'bedhek bij patient 1'     
onz-g:Bedhek a EngineeringComponent
hasRole FreedomRestrictionRole

'bedhek bij patient 2'     
onz-g:Bedhek a EngineeringComponent'","'Bedhek'",,"'Editorial: BedRail is an EngineerinComponent that, if applied to some Bed, prevents that a Person falls out of Bed.'	'Editorial: Bedhek is een EngineeringComponent dat, indien toegepast op een Bed, is bedoeld om te voorkomen dat een Persoon uit Bed valt.'","'http://purl.bioontology.org/ontology/SNOMEDCT/37953008'",
http://purl.org/ozo/onz-g#BiologicalProcess,http://purl.org/ozo/onz-g#StativePerdurant,,,,"'BiologischProces'","'http://purl.bioontology.org/ontology/SNOMEDCT/272513004'","'Editorial: BiologicalProcess is a Process that is embodied in some Organism.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#BiologicalProcess'",
http://purl.org/ozo/onz-g#BiologicalQuality,http://purl.org/ozo/onz-g#InternalQuality,,,,"'OrganischeEigenschap'",,"'Editorial: BiologicalQuality is an InternalQuality that inheres specifically in Organisms.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#BiologicalAttribute'",
http://purl.org/ozo/onz-g#BiologicalSex,http://purl.org/ozo/onz-g#BiologicalQuality,,,"'Note that this Quality refers to the biological sex of some Organism as encoded in e.g. chromosomes and/or expressed by biological features. For the gender identity of Humans, we refer to onz-g:GenderIdentity and GenderIdentityValue.

Note that some Human may have the BiologicalSex  'Male' but the GenderIdentityValue 'female'.'","'Geslacht'","'http://purl.bioontology.org/ontology/SNOMEDCT/429019009'","'BiologicalSex is a Quality that inheres in Organisms and expresses the biological sex of some Organism.'",,
http://purl.org/ozo/onz-g#BiologicalValue,http://purl.org/ozo/onz-g#InternalPhysicalValue,,,,"'OrganismeEigenschapsWaarde'","'http://purl.bioontology.org/ontology/SNOMEDCT/404684003'","'Editorial: Instances of BiologicalValue indicate values for Qualities that only inhere in Organisms.'",,
http://purl.org/ozo/onz-g#BiologicallyActiveSubstance,http://purl.org/ozo/onz-g#Substance,,,,"'BiologischActieveSubstantie'","'http://purl.bioontology.org/ontology/SNOMEDCT/373873005'	'http://purl.bioontology.org/ontology/STY/T123'","'sumo: BiologicallyActiveSubstance is a 'Substance that can induce a change in the structure or functioning of some Organism.''","'http://www.ontologyportal.org/translations/SUMO.owl.txt#BiologicallyActiveSubstance'",
http://purl.org/ozo/onz-g#BiomedicalDevice,http://purl.org/ozo/onz-g#Device,,,,"'BiomedischHulpmiddelOfApparaat'",,,"'http://purl.bioontology.org/ontology/SNOMEDCT/63653004'",
http://purl.org/ozo/onz-g#BirthCare,http://purl.org/ozo/onz-g#CureAndCareService,,,,"'Geboortezorg'",,,,
http://purl.org/ozo/onz-g#BodyMotionCapability,http://purl.org/ozo/onz-g#BiologicalQuality,,,"'Note that we do not model any specific body motion capabilities in onz-g. Instead, we refer to existing domain-specific sources for these, such as e.g. SNOMED and the Dutch ZIB. 

Note that in the Dutch ZIB, a set of specific capabilities is modeled that can be considered subtypes of this class. The specific values assigned to these capabilities should be modeled as instances of onz-g:BodyMotionValue using the quality region pattern.'","'BeweeglijkheidVanLichaamEigenschap'","'http://purl.bioontology.org/ontology/SNOMEDCT/282572008'","'Editorial: BodyMotionCapability is a BiologicalQuality that characterizes the capability of some Organism to move/translocate its body or some bodypart.'",,
http://purl.org/ozo/onz-g#BodyMotionValue,http://purl.org/ozo/onz-g#BiologicalValue,,,"'For a set of shared domain concepts that express possible values for BodyMotionValue, we refer to e.g. SnoMed and ZIB.

Note that the ZIB includes both abilities/capabilities that are subtypes of onz-g:BodyMotionCapability as well as values assigned to these capabilities. The latter should be modeled as instances of this class.'","'MobiliteitEnBewegingsWaarde'","'http://purl.bioontology.org/ontology/SNOMEDCT/364833005'	'http://purl.bioontology.org/ontology/SNOMEDCT/364891009'	'http://purl.bioontology.org/ontology/SNOMEDCT/364832000'","'Editorial: Instances of BodyMotionValue express the different physical movements that the human body can make such as 'squatting' and 'raise left arm'.'",,
http://purl.org/ozo/onz-g#BodyPositionQuality,http://purl.org/ozo/onz-g#BiologicalQuality,,,"'An existing value set can be reused to model the possible values of this quality. See: onz-g:BodyPositionValue for a description of values as defined in SNOMED and the Dutch ZIBs.'","'LichaamsPositie'",,"'Editorial: BodyPositionQuality is a BiologicalQuality that characterizes the physical configuration that some Organism can take.'",,
http://purl.org/ozo/onz-g#BodyPositionValue,http://purl.org/ozo/onz-g#BiologicalValue,,,"'For a set of shared domain concepts that express possible values for BodyPositionValue, we refer to e.g. SnoMed concept: 9851009  (Body position finding)  and its subconcepts.

A subset of these is also defined in the ZIBs: see reference.'","'LichaamsPositieWaarde'","'http://purl.bioontology.org/ontology/SNOMEDCT/9851009'","'Editorial: Instances of BodyPositionValue express the different physical configurations that the human body can take such as 'Fowler's position', 'supine position' and 'supported sitting'.'",,
http://purl.org/ozo/onz-g#BodySubstance,http://purl.org/ozo/onz-g#Substance,,,"'Note that the FMA treats body substances such as 'liver tissue' and 'blood' as portions of substance, meaning that all subclasses in the FMA do carry Unity (+U). In onz-g, we handle all substances as -U. Hence, depending on the information need and the kind of data to be typed with the onz-g ontology, end users are advised to reuse the FMA for anatomical entities if the data are very specific for the medical domain. If not, the more coarse-grained classes for tissues and body substances can be used that are modeled in onz-g.

In short, the FMA and the onz-g are not fully compatible in how substances are modeled; this needs to be considered if data labeled with FMA and onz-g were to be integrated.

Also see: (http://purl.org/sig/ont/fma.owl)

For notes on the FMA and the integration in onz-g, also see the comments provided for the class onz-g: HumanAnatomicalEntity.'","'LichaamsSubstantie'",,"'sumo: BodySubstance is a Substance that consists of 'extracellular material and mixtures of cells and extracellular material that are produced, excreted or accreted by an Organism.''","'http://www.ontologyportal.org/translations/SUMO.owl.txt#BodySubstance'	'http://purl.bioontology.org/ontology/SNOMEDCT/91720002'",
http://purl.org/ozo/onz-g#Building,http://purl.org/ozo/onz-g#StationaryArtifact,,,,"'Gebouw'",,"'Editorial: Building is a constructionally independent StationaryArtifact consisting of walls, a roof and a door.'","'http://bag.basisregistraties.overheid.nl/def/bag#Pand'	'http://www.ontologyportal.org/translations/SUMO.owl.txt#Building'",
http://purl.org/ozo/onz-g#Business,http://purl.org/ozo/onz-g#Organization,,,,"'Bedrijf'",,"'Editorial: Bedrijf is een Organisatie die producten en/of diensten levert in ruil voor een financiele vergoeding en daarbij een winstoogmerk heeft.'	'Editorial: Business is an Organization that provides products and/or services in exchange for money with the aim of making a profit.'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#Business'",
http://purl.org/ozo/onz-g#CalamityEvent,http://purl.org/ozo/onz-g#EventivePerdurant,,,"'The extension of this class is open to change, interpretation and context while no member of the extension is necessarily a member. As such, this class has no defined subclasses or 'one of' axioms.

As an example: if someone deliberately hurts himself, this event can be labeled as a onz-g:SelfHarmEvent. In case that this event is also considered a calamity that should be reported to authorities, one can apply an additional label 'CalamityEvent'. Alternatively, one can opt to label as 'CalamityEvent' only, while leaving out the specification of the more precise nature of the event (e.g. self-harm, a sexual assault, etc). 

Also note that onz-g allows for applying case roles for the participants of some events that can be used as labels for e.g. the 'agent' and the 'patient' of the event. As such, one can specify if:
 
- a PatientInCare (agent)  sexually assaulted some Caregiver (patient);
- a PatientInCare (agent) sexually assaulted another PatientInCare (patient) or; 
- a CareGiver (agent) assaulted some PatientIncare (patient).   

Also see onz-g:Participant and its subclasses for more explanation and some examples.'","'CalamiteitGebeurtenis'","'http://purl.bioontology.org/ontology/SNOMEDCT/370894009'","'Calamiteit is een niet-beoogde of onverwachte gebeurtenis, die betrekking heeft op de kwaliteit van de zorg en die tot de dood van of een ernstig schadelijk gevolg voor een cliënt heeft geleid.

(Definitie 'calamiteit' uit: Wet Kwaliteit, Klachten en Geschillen Zorg)'	'Editorial: CalamityEvent is an unintended and unexpected event related to quality of care and that resulted in the death of some PatientInCare or severe injuries/complications/trauma. 

(Loosely translated definition of: 'calamiteit' in: 'Wet Kwaliteit, Klachten en Geschillen Zorg' or Dutch legislation on Quality of Care and Complaints & Disputes.)'",,
http://purl.org/ozo/onz-g#CapacityQuality,http://purl.org/ozo/onz-g#QuantativeMeasurementQuality,,,"'Note that this Quality is NOT for modeling 'human capacities' in the sense of the ability to learn and retain knowledge and skills.'","'Capaciteit'","'http://www.ontologyportal.org/translations/SUMO.owl.txt#capacity'","'CapacityQuality is a QuantitativeMeasurementQuality that characterizes the amount of some PhysicalEndurant that some other PhysicalEndurant can potentially hold, contain or incorporate.'",,
